SITE,TRANSECT,REPLICATE,SIZE_MM,COUNT,NUM_AO,AREA,YEAR,MONTH,DATE
AQUE,1,D,63.0,1,0,300,2012,8,2012-08-24
AQUE,1,D,70.0,1,0,300,2012,8,2012-08-24
AQUE,1,D,75.0,1,0,300,2012,8,2012-08-24
AQUE,2,A,72.0,1,0,300,2012,8,2012-08-24
AQUE,2,B,57.0,1,0,300,2012,8,2012-08-24
AQUE,2,B,60.0,1,0,300,2012,8,2012-08-24
AQUE,2,B,62.0,1,0,300,2012,8,2012-08-24
AQUE,2,B,64.0,1,0,300,2012,8,2012-08-24
AQUE,2,B,66.0,1,0,300,2012,8,2012-08-24
AQUE,2,B,85.0,1,0,300,2012,8,2012-08-24
AQUE,2,C,60.0,1,0,300,2012,8,2012-08-24
AQUE,2,C,68.0,1,0,300,2012,8,2012-08-24
AQUE,2,D,,0,0,300,2012,8,2012-08-24
AQUE,3,A,,0,0,300,2012,8,2012-08-24
AQUE,3,B,,0,0,300,2012,8,2012-08-24
AQUE,3,C,,0,0,300,2012,8,2012-08-24
AQUE,3,D,,0,0,300,2012,8,2012-08-24
AQUE,4,A,62.0,1,0,300,2012,8,2012-08-24
AQUE,4,A,70.0,1,0,300,2012,8,2012-08-24
AQUE,4,A,75.0,1,0,300,2012,8,2012-08-24
AQUE,4,A,87.0,1,0,300,2012,8,2012-08-24
AQUE,4,B,63.0,2,0,300,2012,8,2012-08-24
AQUE,4,B,77.0,1,0,300,2012,8,2012-08-24
AQUE,4,B,85.0,2,0,300,2012,8,2012-08-24
AQUE,4,C,,0,0,300,2012,8,2012-08-24
AQUE,4,D,,0,0,300,2012,8,2012-08-24
AQUE,5,A,,0,0,300,2012,8,2012-08-24
AQUE,5,B,,0,0,300,2012,8,2012-08-24
AQUE,5,C,64.0,1,0,300,2012,8,2012-08-24
AQUE,5,C,65.0,2,0,300,2012,8,2012-08-24
AQUE,5,C,70.0,1,0,300,2012,8,2012-08-24
AQUE,5,C,78.0,1,0,300,2012,8,2012-08-24
AQUE,5,C,80.0,1,0,300,2012,8,2012-08-24
AQUE,5,C,85.0,1,0,300,2012,8,2012-08-24
AQUE,5,C,88.0,1,0,300,2012,8,2012-08-24
AQUE,5,C,89.0,1,0,300,2012,8,2012-08-24
AQUE,5,C,90.0,1,0,300,2012,8,2012-08-24
AQUE,5,D,60.0,1,0,300,2012,8,2012-08-24
AQUE,6,A,,0,0,300,2012,8,2012-08-24
AQUE,6,B,,0,0,300,2012,8,2012-08-24
AQUE,6,C,,0,0,300,2012,8,2012-08-24
AQUE,6,D,,0,0,300,2012,8,2012-08-24
AQUE,7,A,65.0,1,0,300,2012,8,2012-08-24
AQUE,7,A,70.0,1,0,300,2012,8,2012-08-24
AQUE,7,A,72.0,1,0,300,2012,8,2012-08-24
AQUE,7,A,75.0,1,0,300,2012,8,2012-08-24
AQUE,7,B,,0,0,300,2012,8,2012-08-24
AQUE,7,C,,0,0,300,2012,8,2012-08-24
AQUE,7,D,,0,0,300,2012,8,2012-08-24
CARP,1,A,,0,0,300,2012,8,2012-08-27
CARP,1,B,95.0,1,0,300,2012,8,2012-08-27
CARP,1,C,85.0,2,0,300,2012,8,2012-08-27
CARP,1,C,90.0,2,0,300,2012,8,2012-08-27
CARP,1,C,95.0,1,0,300,2012,8,2012-08-27
CARP,1,D,,0,0,300,2012,8,2012-08-27
CARP,2,A,60.0,1,0,300,2012,8,2012-08-27
CARP,2,A,65.0,3,0,300,2012,8,2012-08-27
CARP,2,A,68.0,1,0,300,2012,8,2012-08-27
CARP,2,A,70.0,1,0,300,2012,8,2012-08-27
CARP,2,A,75.0,2,0,300,2012,8,2012-08-27
CARP,2,A,78.0,2,0,300,2012,8,2012-08-27
CARP,2,A,80.0,1,0,300,2012,8,2012-08-27
CARP,2,B,,0,0,300,2012,8,2012-08-27
CARP,2,C,60.0,3,0,300,2012,8,2012-08-27
CARP,2,C,64.0,1,0,300,2012,8,2012-08-27
CARP,2,C,65.0,1,0,300,2012,8,2012-08-27
CARP,2,C,75.0,1,0,300,2012,8,2012-08-27
CARP,2,C,76.0,1,0,300,2012,8,2012-08-27
CARP,2,C,78.0,1,0,300,2012,8,2012-08-27
CARP,2,C,82.0,1,0,300,2012,8,2012-08-27
CARP,2,C,85.0,1,0,300,2012,8,2012-08-27
CARP,2,D,52.0,1,0,300,2012,8,2012-08-27
CARP,2,D,57.0,1,0,300,2012,8,2012-08-27
CARP,2,D,58.0,1,0,300,2012,8,2012-08-27
CARP,2,D,61.0,1,0,300,2012,8,2012-08-27
CARP,2,D,62.0,1,0,300,2012,8,2012-08-27
CARP,2,D,64.0,1,0,300,2012,8,2012-08-27
CARP,2,D,65.0,1,0,300,2012,8,2012-08-27
CARP,2,D,68.0,1,0,300,2012,8,2012-08-27
CARP,2,D,70.0,1,0,300,2012,8,2012-08-27
CARP,2,D,72.0,1,0,300,2012,8,2012-08-27
CARP,2,D,78.0,1,0,300,2012,8,2012-08-27
CARP,2,D,81.0,1,0,300,2012,8,2012-08-27
CARP,2,D,85.0,1,0,300,2012,8,2012-08-27
CARP,2,D,88.0,1,0,300,2012,8,2012-08-27
CARP,2,D,92.0,1,0,300,2012,8,2012-08-27
CARP,3,A,,0,0,300,2012,8,2012-08-27
CARP,3,B,58.0,1,0,300,2012,8,2012-08-27
CARP,3,C,74.0,1,0,300,2012,8,2012-08-27
CARP,3,C,75.0,1,0,300,2012,8,2012-08-27
CARP,3,C,80.0,3,0,300,2012,8,2012-08-27
CARP,3,C,85.0,2,0,300,2012,8,2012-08-27
CARP,3,C,90.0,1,0,300,2012,8,2012-08-27
CARP,3,D,75.0,1,0,300,2012,8,2012-08-27
CARP,3,D,78.0,1,0,300,2012,8,2012-08-27
CARP,3,D,80.0,1,0,300,2012,8,2012-08-27
CARP,3,D,95.0,1,0,300,2012,8,2012-08-27
CARP,4,A,55.0,1,0,300,2012,8,2012-08-27
CARP,4,A,71.0,1,0,300,2012,8,2012-08-27
CARP,4,B,74.0,1,0,300,2012,8,2012-08-27
CARP,4,B,156.0,1,0,300,2012,8,2012-08-27
CARP,4,C,72.0,1,0,300,2012,8,2012-08-27
CARP,4,D,,0,0,300,2012,8,2012-08-27
CARP,5,A,68.0,1,0,300,2012,8,2012-08-27
CARP,5,A,71.0,1,0,300,2012,8,2012-08-27
CARP,5,B,,0,0,300,2012,8,2012-08-27
CARP,5,C,60.0,1,1,300,2012,8,2012-08-27
CARP,5,D,62.0,1,0,300,2012,8,2012-08-27
CARP,5,D,65.0,2,0,300,2012,8,2012-08-27
CARP,6,A,,0,0,300,2012,8,2012-08-27
CARP,6,B,98.0,1,0,300,2012,8,2012-08-27
CARP,6,C,,0,0,300,2012,8,2012-08-27
CARP,6,D,,0,0,300,2012,8,2012-08-27
CARP,7,A,,0,0,300,2012,8,2012-08-28
CARP,7,B,66.0,1,0,300,2012,8,2012-08-28
CARP,7,B,68.0,1,0,300,2012,8,2012-08-28
CARP,7,C,,0,0,300,2012,8,2012-08-28
CARP,7,D,47.0,1,0,300,2012,8,2012-08-28
CARP,8,A,68.0,1,0,300,2012,8,2012-08-28
CARP,8,B,65.0,1,0,300,2012,8,2012-08-28
CARP,8,C,,0,0,300,2012,8,2012-08-28
CARP,8,D,,0,0,300,2012,8,2012-08-28
CARP,9,A,,0,0,300,2012,8,2012-08-28
CARP,9,B,58.0,1,0,300,2012,8,2012-08-28
CARP,9,B,81.0,1,0,300,2012,8,2012-08-28
CARP,9,B,82.0,1,0,300,2012,8,2012-08-28
CARP,9,B,84.0,1,0,300,2012,8,2012-08-28
CARP,9,C,75.0,1,0,300,2012,8,2012-08-28
CARP,9,C,77.0,1,0,300,2012,8,2012-08-28
CARP,9,D,,0,0,300,2012,8,2012-08-28
MOHK,1,A,65.0,1,0,300,2012,8,2012-08-29
MOHK,1,A,70.0,1,0,300,2012,8,2012-08-29
MOHK,1,A,75.0,3,0,300,2012,8,2012-08-29
MOHK,1,A,80.0,2,0,300,2012,8,2012-08-29
MOHK,1,A,82.0,2,0,300,2012,8,2012-08-29
MOHK,1,A,84.0,1,0,300,2012,8,2012-08-29
MOHK,1,A,85.0,2,0,300,2012,8,2012-08-29
MOHK,1,B,68.0,1,0,300,2012,8,2012-08-29
MOHK,1,B,70.0,1,0,300,2012,8,2012-08-29
MOHK,1,B,72.0,1,0,300,2012,8,2012-08-29
MOHK,1,B,75.0,3,0,300,2012,8,2012-08-29
MOHK,1,B,78.0,1,0,300,2012,8,2012-08-29
MOHK,1,B,85.0,1,0,300,2012,8,2012-08-29
MOHK,1,B,88.0,1,0,300,2012,8,2012-08-29
MOHK,1,C,75.0,1,0,300,2012,8,2012-08-29
MOHK,1,C,80.0,1,0,300,2012,8,2012-08-29
MOHK,1,C,84.0,1,0,300,2012,8,2012-08-29
MOHK,1,D,60.0,1,0,300,2012,8,2012-08-29
MOHK,1,D,62.0,1,0,300,2012,8,2012-08-29
MOHK,1,D,65.0,2,0,300,2012,8,2012-08-29
MOHK,1,D,68.0,4,0,300,2012,8,2012-08-29
MOHK,1,D,70.0,2,0,300,2012,8,2012-08-29
MOHK,1,D,72.0,4,0,300,2012,8,2012-08-29
MOHK,1,D,75.0,3,0,300,2012,8,2012-08-29
MOHK,1,D,80.0,1,0,300,2012,8,2012-08-29
MOHK,1,D,85.0,3,0,300,2012,8,2012-08-29
MOHK,1,D,88.0,2,0,300,2012,8,2012-08-29
MOHK,2,A,,0,0,300,2012,8,2012-08-29
MOHK,2,B,60.0,1,0,300,2012,8,2012-08-29
MOHK,2,B,65.0,1,0,300,2012,8,2012-08-29
MOHK,2,B,68.0,1,0,300,2012,8,2012-08-29
MOHK,2,B,75.0,1,0,300,2012,8,2012-08-29
MOHK,2,B,78.0,1,0,300,2012,8,2012-08-29
MOHK,2,B,85.0,1,0,300,2012,8,2012-08-29
MOHK,2,C,,0,0,300,2012,8,2012-08-29
MOHK,2,D,55.0,1,0,300,2012,8,2012-08-29
MOHK,2,D,65.0,1,0,300,2012,8,2012-08-29
MOHK,2,D,66.0,1,0,300,2012,8,2012-08-29
MOHK,2,D,75.0,2,0,300,2012,8,2012-08-29
MOHK,2,D,77.0,1,0,300,2012,8,2012-08-29
MOHK,2,D,80.0,2,0,300,2012,8,2012-08-29
MOHK,2,D,82.0,3,0,300,2012,8,2012-08-29
MOHK,2,D,84.0,1,0,300,2012,8,2012-08-29
MOHK,2,D,85.0,1,0,300,2012,8,2012-08-29
MOHK,2,D,90.0,4,0,300,2012,8,2012-08-29
MOHK,2,D,95.0,2,0,300,2012,8,2012-08-29
MOHK,2,D,105.0,1,0,300,2012,8,2012-08-29
MOHK,2,D,110.0,2,0,300,2012,8,2012-08-29
MOHK,3,A,65.0,1,0,300,2012,8,2012-08-29
MOHK,3,A,72.0,1,0,300,2012,8,2012-08-29
MOHK,3,B,,0,0,300,2012,8,2012-08-29
MOHK,3,C,60.0,1,0,300,2012,8,2012-08-29
MOHK,3,C,65.0,1,0,300,2012,8,2012-08-29
MOHK,3,C,68.0,1,0,300,2012,8,2012-08-29
MOHK,3,C,75.0,1,0,300,2012,8,2012-08-29
MOHK,3,C,80.0,1,0,300,2012,8,2012-08-29
MOHK,3,C,82.0,1,0,300,2012,8,2012-08-29
MOHK,3,D,,0,0,300,2012,8,2012-08-29
